NAME	SIZE	ES	NES	NOM_p-val	FDR_q-val	FWER_p-val	RANK_AT_MAX	LEADING_EDGE		
GOBP_POSITIVE_REGULATION_OF_CYTOKINESIS	25	0.44874257	1.1574577	0.24900399	1	1	3282	"tags=64%,"	"list=31%,"	signal=92%
GOBP_DETECTION_OF_MECHANICAL_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	20	0.49075678	1.1485797	0.23745173	1	1	1085	"tags=35%,"	"list=10%,"	signal=39%
GOBP_RESPONSE_TO_LEUKEMIA_INHIBITORY_FACTOR	61	0.33974993	1.1479063	0.19038461	1	1	1227	"tags=18%,"	"list=12%,"	signal=20%
GOBP_RUFFLE_ASSEMBLY	31	0.39468095	1.1472394	0.2576923	1	1	1578	"tags=23%,"	"list=15%,"	signal=26%
GOBP_PIRNA_METABOLIC_PROCESS	16	0.5470307	1.1470686	0.26285714	1	1	949	"tags=31%,"	"list=9%,"	signal=34%
GOBP_POSITIVE_REGULATION_OF_T_CELL_MIGRATION	15	0.5178458	1.1468563	0.26487523	1	1	1661	"tags=33%,"	"list=16%,"	signal=39%
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSPORT	88	0.3291312	1.1467457	0.2	1	1	699	"tags=13%,"	"list=7%,"	signal=13%
GOBP_RIBOSOME_BIOGENESIS	191	0.334946	1.146408	0.23180076	1	1	2515	"tags=36%,"	"list=24%,"	signal=47%
GOBP_VESICLE_BUDDING_FROM_MEMBRANE	57	0.33505222	1.1437593	0.29282868	1	1	1306	"tags=11%,"	"list=12%,"	signal=12%
GOBP_SEMI_LUNAR_VALVE_DEVELOPMENT	32	0.40879202	1.1431985	0.23076923	1	1	510	"tags=16%,"	"list=5%,"	signal=16%
GOBP_CELLULAR_RESPONSE_TO_DEXAMETHASONE_STIMULUS	16	0.45849127	1.14297	0.25527832	1	1	572	"tags=19%,"	"list=5%,"	signal=20%
GOBP_RESPONSE_TO_COLD	31	0.384918	1.1386472	0.2937743	1	1	628	"tags=16%,"	"list=6%,"	signal=17%
GOBP_ENDOSOMAL_TRANSPORT	154	0.26122296	1.1356329	0.23742455	1	1	1277	"tags=11%,"	"list=12%,"	signal=12%
GOBP_MODULATION_BY_HOST_OF_VIRAL_PROCESS	26	0.4241431	1.1350002	0.27865613	1	1	644	"tags=12%,"	"list=6%,"	signal=12%
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_PLASMA_MEMBRANE	36	0.3403189	1.1349305	0.31643003	1	1	507	"tags=8%,"	"list=5%,"	signal=9%
GOBP_PLASMA_MEMBRANE_REPAIR	18	0.44147742	1.1345639	0.28458497	1	1	1073	"tags=22%,"	"list=10%,"	signal=25%
GOBP_CELL_CYCLE_G2_M_PHASE_TRANSITION	105	0.33532327	1.1337912	0.22796935	1	1	1923	"tags=24%,"	"list=18%,"	signal=29%
GOBP_PROTEIN_DEPOLYMERIZATION	66	0.3592004	1.1334909	0.28244275	1	1	1073	"tags=17%,"	"list=10%,"	signal=18%
GOBP_RESPIRATORY_GASEOUS_EXCHANGE_BY_RESPIRATORY_SYSTEM	44	0.41397715	1.1297752	0.29215688	1	1	1327	"tags=25%,"	"list=13%,"	signal=28%
GOBP_SIGNALING_RECEPTOR_LIGAND_PRECURSOR_PROCESSING	26	0.37048846	1.1288755	0.2807377	1	1	3434	"tags=46%,"	"list=32%,"	signal=68%
GOBP_CYTOPLASMIC_TRANSLATION	88	0.37042433	1.1266851	0.21821631	1	1	1424	"tags=27%,"	"list=13%,"	signal=31%
GOBP_SODIUM_ION_HOMEOSTASIS	36	0.46633977	1.126453	0.3102767	1	1	1436	"tags=33%,"	"list=14%,"	signal=38%
GOBP_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	24	0.45634872	1.1257951	0.31669867	1	1	1454	"tags=33%,"	"list=14%,"	signal=39%
GOBP_REGULATION_OF_RUFFLE_ASSEMBLY	21	0.41867968	1.1246513	0.31791908	1	1	1578	"tags=24%,"	"list=15%,"	signal=28%
GOBP_SENSORY_PERCEPTION_OF_CHEMICAL_STIMULUS	56	0.40978584	1.1223791	0.253493	1	1	1085	"tags=23%,"	"list=10%,"	signal=26%
GOBP_TRANSPORT_ALONG_MICROTUBULE	100	0.28076327	1.1222563	0.27115384	1	1	1738	"tags=18%,"	"list=16%,"	signal=21%
GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	143	0.27258503	1.1201437	0.28210115	1	1	1073	"tags=11%,"	"list=10%,"	signal=12%
GOBP_RESPONSE_TO_PH	25	0.41430426	1.1195291	0.27626458	1	1	1279	"tags=16%,"	"list=12%,"	signal=18%
GOBP_NEGATIVE_REGULATION_OF_TELOMERE_MAINTENANCE	18	0.44059512	1.1172599	0.35959595	1	1	2181	"tags=28%,"	"list=21%,"	signal=35%
GOBP_REGULATION_OF_MITOCHONDRIAL_MEMBRANE_PERMEABILITY	38	0.33016294	1.1152403	0.27184466	1	1	808	"tags=13%,"	"list=8%,"	signal=14%
GOBP_AXONAL_TRANSPORT	41	0.33139098	1.1147888	0.29253113	1	1	282	"tags=7%,"	"list=3%,"	signal=7%
GOBP_PYRIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	48	0.38978916	1.113697	0.2569721	1	1	1527	"tags=33%,"	"list=14%,"	signal=39%
GOBP_RESPONSE_TO_CORTICOSTEROID	106	0.34313032	1.1133008	0.26262626	1	1	1102	"tags=19%,"	"list=10%,"	signal=21%
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	45	0.3930113	1.112441	0.28656125	1	1	815	"tags=18%,"	"list=8%,"	signal=19%
GOBP_INTERFERON_ALPHA_PRODUCTION	16	0.39786825	1.1106994	0.29206964	1	1	2177	"tags=44%,"	"list=21%,"	signal=55%
GOBP_RIBONUCLEOPROTEIN_COMPLEX_BIOGENESIS	280	0.3041767	1.1106316	0.26848248	1	1	2515	"tags=31%,"	"list=24%,"	signal=40%
GOBP_RESPONSE_TO_INTERFERON_GAMMA	80	0.36221716	1.1102062	0.22912621	1	1	1525	"tags=28%,"	"list=14%,"	signal=32%
GOBP_CYTOCHROME_COMPLEX_ASSEMBLY	24	0.40959537	1.1069983	0.33202356	1	1	1174	"tags=25%,"	"list=11%,"	signal=28%
GOBP_DETECTION_OF_STIMULUS_INVOLVED_IN_SENSORY_PERCEPTION	61	0.39085847	1.1053289	0.23425196	1	1	1132	"tags=26%,"	"list=11%,"	signal=29%
GOBP_POSITIVE_REGULATION_OF_GTPASE_ACTIVITY	149	0.27125248	1.1040491	0.23416507	1	1	2022	"tags=23%,"	"list=19%,"	signal=29%
GOBP_NCRNA_PROCESSING	260	0.28564292	1.1022867	0.25976562	1	1	2089	"tags=27%,"	"list=20%,"	signal=32%
GOBP_MITOCHONDRIAL_RNA_METABOLIC_PROCESS	33	0.3940202	1.1019435	0.35812134	1	1	1665	"tags=24%,"	"list=16%,"	signal=29%
GOBP_RELAXATION_OF_MUSCLE	25	0.4123162	1.1006995	0.32854208	1	1	312	"tags=12%,"	"list=3%,"	signal=12%
GOBP_MRNA_TRANSPORT	76	0.3285682	1.0968918	0.34141415	1	1	3234	"tags=46%,"	"list=31%,"	signal=66%
GOBP_NEGATIVE_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	26	0.36156723	1.0928899	0.38257575	1	1	911	"tags=15%,"	"list=9%,"	signal=17%
GOBP_HORMONE_BIOSYNTHETIC_PROCESS	32	0.37696016	1.0926231	0.25	1	1	749	"tags=25%,"	"list=7%,"	signal=27%
GOBP_EXPORT_ACROSS_PLASMA_MEMBRANE	44	0.37198675	1.092215	0.30409357	1	1	1713	"tags=25%,"	"list=16%,"	signal=30%
GOBP_POSITIVE_REGULATION_OF_TRANSLATIONAL_INITIATION	19	0.36175147	1.0891807	0.3553719	1	1	2460	"tags=32%,"	"list=23%,"	signal=41%
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION	22	0.4353802	1.0872643	0.41617358	1	1	1352	"tags=23%,"	"list=13%,"	signal=26%
GOBP_ISOPRENOID_BIOSYNTHETIC_PROCESS	21	0.44172537	1.0872169	0.3212121	1	1	1339	"tags=38%,"	"list=13%,"	signal=44%
GOBP_NEGATIVE_REGULATION_OF_G_PROTEIN_COUPLED_RECEPTOR_SIGNALING_PATHWAY	34	0.41291687	1.0861036	0.32317072	1	1	972	"tags=24%,"	"list=9%,"	signal=26%
GOBP_POSITIVE_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	19	0.44378334	1.0859333	0.34393638	1	1	696	"tags=16%,"	"list=7%,"	signal=17%
GOBP_REGULATION_OF_T_HELPER_CELL_DIFFERENTIATION	23	0.422613	1.0858315	0.32604373	1	1	683	"tags=17%,"	"list=6%,"	signal=19%
GOBP_HISTONE_H2A_UBIQUITINATION	23	0.38257703	1.0851142	0.3423077	1	1	1187	"tags=22%,"	"list=11%,"	signal=24%
GOBP_SNRNA_METABOLIC_PROCESS	35	0.35528108	1.0822774	0.37007874	1	1	1612	"tags=20%,"	"list=15%,"	signal=24%
GOBP_SPINDLE_ASSEMBLY	76	0.3557071	1.081781	0.34419551	1	1	1081	"tags=16%,"	"list=10%,"	signal=17%
GOBP_NUCLEAR_MEMBRANE_REASSEMBLY	16	0.41343814	1.0814439	0.3510848	1	1	5	"tags=6%,"	"list=0%,"	signal=6%
GOBP_NADP_METABOLIC_PROCESS	25	0.408521	1.0810231	0.342	1	1	1527	"tags=36%,"	"list=14%,"	signal=42%
GOBP_NEGATIVE_REGULATION_OF_LYASE_ACTIVITY	23	0.4108154	1.0803185	0.35826772	1	1	908	"tags=22%,"	"list=9%,"	signal=24%
GOBP_LYTIC_VACUOLE_ORGANIZATION	59	0.29547676	1.0788608	0.34303534	1	1	424	"tags=7%,"	"list=4%,"	signal=7%
GOBP_REGULATION_OF_RECEPTOR_RECYCLING	16	0.4387466	1.0787657	0.33199194	1	1	2116	"tags=31%,"	"list=20%,"	signal=39%
GOBP_MATERNAL_PLACENTA_DEVELOPMENT	28	0.39109692	1.0785935	0.33667335	1	1	1105	"tags=29%,"	"list=10%,"	signal=32%
GOBP_CELLULAR_RESPONSE_TO_OXYGEN_LEVELS	104	0.3027941	1.0785637	0.30120483	1	1	919	"tags=14%,"	"list=9%,"	signal=16%
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING_INVOLVED_IN_CARDIAC_CONDUCTION	20	0.45282364	1.0775887	0.34516767	1	1	1598	"tags=25%,"	"list=15%,"	signal=29%
GOBP_NEGATIVE_REGULATION_OF_TRANSMEMBRANE_TRANSPORT	72	0.35010138	1.0774579	0.31311154	1	1	1666	"tags=21%,"	"list=16%,"	signal=25%
GOBP_SENSORY_PERCEPTION_OF_SMELL	28	0.42847463	1.0769687	0.33673468	1	1	562	"tags=21%,"	"list=5%,"	signal=23%
GOBP_CELLULAR_RESPONSE_TO_STEROID_HORMONE_STIMULUS	128	0.28145894	1.0760313	0.2982456	1	1	1160	"tags=16%,"	"list=11%,"	signal=17%
GOBP_RESPONSE_TO_ISOQUINOLINE_ALKALOID	19	0.38461888	1.0758555	0.35019454	1	1	1426	"tags=21%,"	"list=13%,"	signal=24%
GOBP_REGULATION_OF_GTPASE_ACTIVITY	202	0.25286704	1.0758048	0.25955734	1	1	2054	"tags=22%,"	"list=19%,"	signal=27%
GOBP_NEGATIVE_REGULATION_OF_MYELOID_LEUKOCYTE_DIFFERENTIATION	31	0.38047338	1.0725977	0.3512476	1	1	2031	"tags=32%,"	"list=19%,"	signal=40%
GOBP_REGULATION_OF_PH	55	0.35321766	1.0705676	0.3305785	1	1	1542	"tags=20%,"	"list=15%,"	signal=23%
GOBP_POLYOL_METABOLIC_PROCESS	78	0.2917091	1.0691289	0.28282827	1	1	1318	"tags=19%,"	"list=12%,"	signal=22%
GOBP_VACUOLAR_ACIDIFICATION	19	0.37510836	1.0687122	0.39300412	1	1	3182	"tags=42%,"	"list=30%,"	signal=60%
GOBP_INTEGRIN_ACTIVATION	17	0.434331	1.0684745	0.379771	1	1	222	"tags=18%,"	"list=2%,"	signal=18%
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	259	0.26462066	1.0676074	0.3236994	1	1	1427	"tags=15%,"	"list=13%,"	signal=17%
GOBP_REGULATION_OF_MACROPHAGE_DERIVED_FOAM_CELL_DIFFERENTIATION	19	0.4361955	1.0674849	0.38229376	1	1	1630	"tags=37%,"	"list=15%,"	signal=43%
GOBP_MITOTIC_SPINDLE_ASSEMBLY	42	0.4039588	1.0674199	0.39328063	1	1	947	"tags=14%,"	"list=9%,"	signal=16%
GOBP_REGULATION_OF_ALCOHOL_BIOSYNTHETIC_PROCESS	28	0.37034693	1.0658218	0.32190475	1	1	1102	"tags=21%,"	"list=10%,"	signal=24%
GOBP_IRON_ION_TRANSPORT	34	0.3885295	1.0651858	0.36291912	1	1	1925	"tags=29%,"	"list=18%,"	signal=36%
GOBP_REGULATION_OF_DNA_DAMAGE_CHECKPOINT	15	0.50375676	1.0643029	0.40038314	1	1	1347	"tags=27%,"	"list=13%,"	signal=31%
GOBP_INTRINSIC_APOPTOTIC_SIGNALING_PATHWAY_IN_RESPONSE_TO_DNA_DAMAGE	66	0.3556842	1.0617312	0.3372093	1	1	525	"tags=14%,"	"list=5%,"	signal=14%
GOBP_MUSCLE_CELL_CELLULAR_HOMEOSTASIS	17	0.44913706	1.0583253	0.3805825	1	1	594	"tags=24%,"	"list=6%,"	signal=25%
GOBP_POSITIVE_REGULATION_OF_LYMPHOCYTE_MIGRATION	20	0.44087678	1.0579629	0.36943907	1	1	1958	"tags=30%,"	"list=18%,"	signal=37%
GOBP_DETECTION_OF_MECHANICAL_STIMULUS	30	0.41289142	1.0577488	0.3472222	1	1	1085	"tags=30%,"	"list=10%,"	signal=33%
GOBP_HOMOPHILIC_CELL_ADHESION_VIA_PLASMA_MEMBRANE_ADHESION_MOLECULES	91	0.31814975	1.0574831	0.3939394	1	1	1682	"tags=23%,"	"list=16%,"	signal=27%
GOBP_DETECTION_OF_CHEMICAL_STIMULUS	49	0.38758966	1.0570568	0.35029355	1	1	1294	"tags=29%,"	"list=12%,"	signal=32%
GOBP_REGULATION_OF_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION_OR_REMOVAL	158	0.25597525	1.0559723	0.33646616	1	1	1347	"tags=14%,"	"list=13%,"	signal=16%
GOBP_POSITIVE_REGULATION_OF_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_PRODUCTION	16	0.4972477	1.0550609	0.40503877	1	1	1454	"tags=38%,"	"list=14%,"	signal=43%
GOBP_L_GLUTAMATE_TRANSMEMBRANE_TRANSPORT	20	0.38541457	1.0547961	0.3862213	1	1	1001	"tags=20%,"	"list=9%,"	signal=22%
GOBP_ICOSANOID_TRANSPORT	34	0.44450155	1.0540483	0.39215687	1	1	999	"tags=35%,"	"list=9%,"	signal=39%
GOBP_REGULATION_OF_POSITIVE_CHEMOTAXIS	16	0.49370748	1.0508093	0.3853755	1	1	849	"tags=38%,"	"list=8%,"	signal=41%
GOBP_AXO_DENDRITIC_TRANSPORT	49	0.29956278	1.050693	0.40490797	1	1	282	"tags=6%,"	"list=3%,"	signal=6%
GOBP_GAMMA_AMINOBUTYRIC_ACID_SIGNALING_PATHWAY	21	0.38344184	1.0504737	0.43204868	1	1	3496	"tags=52%,"	"list=33%,"	signal=78%
GOBP_ACYLGLYCEROL_HOMEOSTASIS	20	0.41462767	1.0501662	0.38356164	1	1	1926	"tags=35%,"	"list=18%,"	signal=43%
GOBP_NUCLEAR_ENVELOPE_ORGANIZATION	36	0.34468672	1.0497191	0.38247013	1	1	304	"tags=8%,"	"list=3%,"	signal=9%
GOBP_PROTEIN_CONTAINING_COMPLEX_REMODELING	20	0.46329948	1.0486782	0.41439688	1	1	975	"tags=30%,"	"list=9%,"	signal=33%
GOBP_PROTEIN_QUALITY_CONTROL_FOR_MISFOLDED_OR_INCOMPLETELY_SYNTHESIZED_PROTEINS	19	0.36489147	1.047339	0.41104296	1	1	1319	"tags=16%,"	"list=12%,"	signal=18%
GOBP_EXPLORATION_BEHAVIOR	18	0.32101715	1.0468868	0.37938145	1	1	1973	"tags=17%,"	"list=19%,"	signal=20%
GOBP_NEGATIVE_REGULATION_OF_ION_TRANSMEMBRANE_TRANSPORTER_ACTIVITY	45	0.37616867	1.0465387	0.37549406	1	1	591	"tags=13%,"	"list=6%,"	signal=14%
GOBP_REGULATION_OF_MICROTUBULE_CYTOSKELETON_ORGANIZATION	95	0.28432435	1.0452743	0.3962264	1	1	1196	"tags=13%,"	"list=11%,"	signal=14%
GOBP_MATURATION_OF_5_8S_RRNA	25	0.4365144	1.0428452	0.415534	1	1	1422	"tags=28%,"	"list=13%,"	signal=32%
GOBP_NEGATIVE_REGULATION_OF_MACROAUTOPHAGY	20	0.38127986	1.0405076	0.41108987	1	1	487	"tags=10%,"	"list=5%,"	signal=10%
GOBP_NEGATIVE_REGULATION_OF_RECEPTOR_MEDIATED_ENDOCYTOSIS	18	0.39784023	1.0402955	0.4206501	1	1	2116	"tags=33%,"	"list=20%,"	signal=42%
GOBP_CELLULAR_RESPONSE_TO_GAMMA_RADIATION	20	0.38497964	1.040239	0.39484128	1	1	487	"tags=10%,"	"list=5%,"	signal=10%
GOBP_NEGATIVE_REGULATION_OF_CELLULAR_SENESCENCE	15	0.49419475	1.0382282	0.4059406	1	1	294	"tags=20%,"	"list=3%,"	signal=21%
GOBP_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND	38	0.3323753	1.0379703	0.38445807	1	1	741	"tags=16%,"	"list=7%,"	signal=17%
GOBP_VENTRICULAR_SYSTEM_DEVELOPMENT	21	0.4156876	1.0370476	0.4258189	1	1	1443	"tags=33%,"	"list=14%,"	signal=39%
GOBP_SMALL_MOLECULE_BIOSYNTHETIC_PROCESS	327	0.2678059	1.0368053	0.33333334	1	1	1347	"tags=20%,"	"list=13%,"	signal=22%
GOBP_SPINDLE_LOCALIZATION	35	0.37903664	1.0361719	0.39087301	1	1	1030	"tags=20%,"	"list=10%,"	signal=22%
GOBP_NEURAL_TUBE_FORMATION	63	0.34691602	1.0353427	0.39637828	1	1	1494	"tags=24%,"	"list=14%,"	signal=28%
GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	60	0.3251085	1.0353253	0.37724552	1	1	1280	"tags=18%,"	"list=12%,"	signal=21%
GOBP_REGULATION_OF_RAS_PROTEIN_SIGNAL_TRANSDUCTION	119	0.28313604	1.0332575	0.37867647	1	1	2067	"tags=24%,"	"list=20%,"	signal=30%
GOBP_HEART_VALVE_DEVELOPMENT	49	0.34992906	1.0314544	0.4392157	1	1	827	"tags=14%,"	"list=8%,"	signal=15%
GOBP_CHROMOSOME_LOCALIZATION	59	0.34361544	1.0298555	0.39148074	1	1	1155	"tags=19%,"	"list=11%,"	signal=21%
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION_INVOLVED_IN_MITOSIS	92	0.31018585	1.0266197	0.40576923	1	1	1030	"tags=14%,"	"list=10%,"	signal=16%
GOBP_REGULATION_OF_GLUCAN_BIOSYNTHETIC_PROCESS	20	0.4022369	1.026507	0.452	1	1	2672	"tags=30%,"	"list=25%,"	signal=40%
GOBP_NEGATIVE_REGULATION_OF_ATP_DEPENDENT_ACTIVITY	16	0.43215066	1.0260731	0.41260162	1	1	487	"tags=19%,"	"list=5%,"	signal=20%
GOBP_HISTONE_UBIQUITINATION	31	0.3303988	1.0247374	0.4291262	1	1	1361	"tags=19%,"	"list=13%,"	signal=22%
GOBP_T_CELL_CYTOKINE_PRODUCTION	20	0.41127455	1.0231628	0.426	1	1	452	"tags=15%,"	"list=4%,"	signal=16%
GOBP_POSITIVE_REGULATION_OF_CELLULAR_EXTRAVASATION	15	0.4347494	1.0228673	0.43333334	1	1	807	"tags=27%,"	"list=8%,"	signal=29%
GOBP_REGULATION_OF_ADENYLATE_CYCLASE_ACTIVITY	46	0.36157012	1.0227038	0.40513834	1	1	1714	"tags=30%,"	"list=16%,"	signal=36%
GOBP_REGULATION_OF_CELL_DIVISION	117	0.2968234	1.0226054	0.40225562	1	1	1073	"tags=19%,"	"list=10%,"	signal=21%
GOBP_RNA_EXPORT_FROM_NUCLEUS	52	0.31723008	1.0225744	0.44636014	1	1	3234	"tags=44%,"	"list=31%,"	signal=63%
GOBP_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	79	0.3263732	1.0176475	0.4019231	1	1	606	"tags=15%,"	"list=6%,"	signal=16%
GOBP_POSITIVE_REGULATION_OF_PHOSPHATASE_ACTIVITY	27	0.41613182	1.0174179	0.42829075	1	1	1059	"tags=26%,"	"list=10%,"	signal=29%
GOBP_RESPONSE_TO_ISCHEMIA	39	0.32849744	1.0172532	0.42685372	1	1	1578	"tags=23%,"	"list=15%,"	signal=27%
GOBP_LIVER_REGENERATION	18	0.44658825	1.0159043	0.44444445	1	1	692	"tags=22%,"	"list=7%,"	signal=24%
GOBP_BONE_RESORPTION	42	0.36165565	1.0157344	0.41035858	1	1	1548	"tags=26%,"	"list=15%,"	signal=31%
GOBP_CELLULAR_RESPONSE_TO_ESTRADIOL_STIMULUS	26	0.3588206	1.0141125	0.44848484	1	1	1237	"tags=23%,"	"list=12%,"	signal=26%
GOBP_POSITIVE_REGULATION_OF_CARBOHYDRATE_METABOLIC_PROCESS	49	0.3181408	1.0133663	0.422	1	1	1200	"tags=16%,"	"list=11%,"	signal=18%
GOBP_RESPONSE_TO_XENOBIOTIC_STIMULUS	236	0.26953518	1.0128157	0.43664718	1	1	1567	"tags=21%,"	"list=15%,"	signal=24%
GOBP_VESICLE_FUSION_TO_PLASMA_MEMBRANE	15	0.390761	1.0123452	0.454	1	1	29	"tags=7%,"	"list=0%,"	signal=7%
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_IN_ABSENCE_OF_LIGAND	19	0.41608617	1.0121678	0.43141153	1	1	741	"tags=21%,"	"list=7%,"	signal=23%
GOBP_PROTEIN_DEGLYCOSYLATION	20	0.34387612	1.0107217	0.45454547	1	1	10	"tags=5%,"	"list=0%,"	signal=5%
GOBP_PLATELET_DENSE_GRANULE_ORGANIZATION	16	0.44893003	1.0106622	0.44970414	1	1	159	"tags=13%,"	"list=2%,"	signal=13%
GOBP_NCRNA_METABOLIC_PROCESS	391	0.2291793	1.0099905	0.43579766	1	1	1971	"tags=21%,"	"list=19%,"	signal=25%
GOBP_CELLULAR_LIPID_CATABOLIC_PROCESS	119	0.26768687	1.0098678	0.41666666	1	1	1353	"tags=16%,"	"list=13%,"	signal=18%
GOBP_REGULATION_OF_WATER_LOSS_VIA_SKIN	19	0.4038559	1.0096463	0.4631579	1	1	845	"tags=26%,"	"list=8%,"	signal=29%
GOBP_POSITIVE_REGULATION_OF_MEMBRANE_PERMEABILITY	30	0.31828764	1.0085839	0.47094187	1	1	1575	"tags=20%,"	"list=15%,"	signal=23%
GOBP_MITOCHONDRIAL_OUTER_MEMBRANE_PERMEABILIZATION_INVOLVED_IN_PROGRAMMED_CELL_DEATH	26	0.34129614	1.0085176	0.4322709	1	1	1575	"tags=19%,"	"list=15%,"	signal=23%
GOBP_NEGATIVE_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	27	0.3642837	1.0070027	0.45967743	1	1	578	"tags=15%,"	"list=5%,"	signal=16%
GOBP_SENSORY_PERCEPTION_OF_TASTE	25	0.4162084	1.0065079	0.44639376	1	1	1085	"tags=24%,"	"list=10%,"	signal=27%
GOBP_CELLULAR_RESPONSE_TO_VASCULAR_ENDOTHELIAL_GROWTH_FACTOR_STIMULUS	43	0.36008134	1.0048317	0.43762377	1	1	1038	"tags=21%,"	"list=10%,"	signal=23%
GOBP_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT_SIGNALING	21	0.38254863	1.0034366	0.44150943	1	1	906	"tags=19%,"	"list=9%,"	signal=21%
GOBP_NEGATIVE_REGULATION_OF_CYTOKINE_PRODUCTION_INVOLVED_IN_IMMUNE_RESPONSE	22	0.3951786	1.0034091	0.44668007	1	1	407	"tags=14%,"	"list=4%,"	signal=14%
GOBP_MATURATION_OF_5_8S_RRNA_FROM_TRICISTRONIC_RRNA_TRANSCRIPT_SSU_RRNA_5_8S_RRNA_LSU_RRNA	17	0.45181382	1.003025	0.4527163	1	1	1422	"tags=29%,"	"list=13%,"	signal=34%
GOBP_REGULATION_OF_RENAL_SYSTEM_PROCESS	26	0.39816806	1.0021731	0.46391752	1	1	830	"tags=23%,"	"list=8%,"	signal=25%
GOBP_PROTEIN_NEDDYLATION	16	0.47100672	1.0019062	0.4814815	1	1	1794	"tags=38%,"	"list=17%,"	signal=45%
GOBP_ALPHA_AMINO_ACID_METABOLIC_PROCESS	116	0.2913332	1.0000939	0.44578314	1	1	1341	"tags=22%,"	"list=13%,"	signal=24%
GOBP_REGULATION_OF_TRANSLATIONAL_INITIATION	50	0.2725037	0.9995799	0.4642857	1	1	2522	"tags=30%,"	"list=24%,"	signal=39%
GOBP_REGULATION_OF_MEMBRANE_PERMEABILITY	44	0.28425407	0.9993241	0.4853801	1	1	808	"tags=11%,"	"list=8%,"	signal=12%
GOBP_LIPID_CATABOLIC_PROCESS	174	0.2718387	0.99931264	0.45833334	1	1	1353	"tags=16%,"	"list=13%,"	signal=17%
GOBP_NEURONAL_STEM_CELL_POPULATION_MAINTENANCE	15	0.43227342	0.99929935	0.4762846	1	1	1102	"tags=27%,"	"list=10%,"	signal=30%
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	39	0.33788303	0.99895245	0.4507874	1	1	919	"tags=13%,"	"list=9%,"	signal=14%
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_SERINE_PHOSPHORYLATION	49	0.31642383	0.9969842	0.46930692	1	1	1578	"tags=18%,"	"list=15%,"	signal=21%
GOBP_CELLULAR_AMINO_ACID_CATABOLIC_PROCESS	63	0.28856933	0.9967439	0.43786982	1	1	1532	"tags=22%,"	"list=14%,"	signal=26%
GOBP_POSITIVE_REGULATION_OF_CELL_MATRIX_ADHESION	31	0.3887141	0.99637544	0.46564886	1	1	2172	"tags=35%,"	"list=20%,"	signal=45%
GOBP_REGULATION_OF_PRODUCTION_OF_MOLECULAR_MEDIATOR_OF_IMMUNE_RESPONSE	110	0.30058748	0.9962376	0.5106383	1	1	1358	"tags=24%,"	"list=13%,"	signal=27%
GOBP_PEPTIDYL_PROLINE_MODIFICATION	23	0.39243594	0.9954254	0.4607646	1	1	787	"tags=17%,"	"list=7%,"	signal=19%
GOBP_REGULATION_OF_PROTEIN_UBIQUITINATION	135	0.24813293	0.9952614	0.44208494	1	1	1858	"tags=19%,"	"list=18%,"	signal=22%
GOBP_REGULATION_OF_ANION_TRANSPORT	68	0.29229227	0.9927299	0.46153846	1	1	930	"tags=15%,"	"list=9%,"	signal=16%
GOBP_REGULATION_OF_OXIDOREDUCTASE_ACTIVITY	62	0.3171931	0.9922085	0.47379032	1	1	983	"tags=23%,"	"list=9%,"	signal=25%
GOBP_CYTOSOLIC_TRANSPORT	108	0.23926988	0.99164444	0.46351084	1	1	623	"tags=6%,"	"list=6%,"	signal=7%
GOBP_POTASSIUM_ION_IMPORT_ACROSS_PLASMA_MEMBRANE	33	0.36005738	0.9914965	0.48039216	1	1	116	"tags=9%,"	"list=1%,"	signal=9%
GOBP_REGULATION_OF_CARDIAC_CONDUCTION	16	0.42351085	0.99094427	0.49284253	1	1	510	"tags=13%,"	"list=5%,"	signal=13%
