NAME	SIZE	ES	NES	NOM_p-val	FDR_q-val	FWER_p-val	RANK_AT_MAX	LEADING_EDGE		
GOBP_SPLICEOSOMAL_SNRNP_ASSEMBLY	29	0.3784901	1.4226342	0.1252485	0.4059995	1	1971	"tags=21%,"	"list=21%,"	signal=26%
GOBP_POSITIVE_REGULATION_OF_HISTONE_MODIFICATION	54	0.36223757	1.4261779	0.065476194	0.40674543	1	2548	"tags=31%,"	"list=27%,"	signal=43%
GOBP_CELLULAR_SENESCENCE	52	0.39215997	1.4252883	0.067226894	0.40675583	1	1824	"tags=29%,"	"list=19%,"	signal=35%
GOBP_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS	24	0.4953798	1.4228436	0.04109589	0.4079125	1	686	"tags=21%,"	"list=7%,"	signal=22%
GOBP_REGULATION_OF_MEIOTIC_CELL_CYCLE	36	0.46260056	1.4233304	0.061895553	0.40924743	1	2779	"tags=50%,"	"list=29%,"	signal=70%
GOBP_SPINDLE_ORGANIZATION	102	0.3828439	1.4136652	0.11344538	0.4144492	1	1939	"tags=34%,"	"list=20%,"	signal=43%
GOBP_POSITIVE_REGULATION_OF_DOUBLE_STRAND_BREAK_REPAIR_VIA_HOMOLOGOUS_RECOMBINATION	16	0.5524388	1.4127259	0.14867617	0.41465405	1	429	"tags=19%,"	"list=4%,"	signal=20%
GOBP_REGULATION_OF_HISTONE_METHYLATION	37	0.4408305	1.4139278	0.07707911	0.41626197	1	1019	"tags=19%,"	"list=11%,"	signal=21%
GOBP_MITOTIC_CELL_CYCLE_PROCESS	379	0.3002417	1.4040728	0.10438413	0.41855276	1	2136	"tags=28%,"	"list=22%,"	signal=35%
GOBP_ACTIN_NUCLEATION	24	0.46333608	1.4093928	0.075728156	0.4186973	1	1825	"tags=29%,"	"list=19%,"	signal=36%
GOBP_PROTEIN_TRANSMEMBRANE_IMPORT_INTO_INTRACELLULAR_ORGANELLE	25	0.47511846	1.4047538	0.095634095	0.4191724	1	748	"tags=20%,"	"list=8%,"	signal=22%
GOBP_NON_MOTILE_CILIUM_ASSEMBLY	32	0.44569978	1.4019812	0.073267326	0.41922215	1	2980	"tags=63%,"	"list=31%,"	signal=90%
GOBP_PROTEIN_ACETYLATION	110	0.3435886	1.4055722	0.09917355	0.4194109	1	2274	"tags=30%,"	"list=24%,"	signal=39%
GOBP_HISTONE_H3_ACETYLATION	43	0.37176183	1.4009683	0.13465346	0.4196757	1	2030	"tags=28%,"	"list=21%,"	signal=35%
GOBP_RNA_SPLICING	226	0.2344764	1.4070313	0.077380955	0.42024332	1	931	"tags=10%,"	"list=10%,"	signal=11%
GOBP_REGULATION_OF_CHROMATIN_ORGANIZATION	25	0.42259386	1.409583	0.11717172	0.4206239	1	3978	"tags=72%,"	"list=42%,"	signal=123%
GOBP_REGULATION_OF_MEGAKARYOCYTE_DIFFERENTIATION	17	0.5028509	1.4023165	0.09572301	0.42072406	1	1422	"tags=24%,"	"list=15%,"	signal=28%
GOBP_PROTEIN_LOCALIZATION_TO_NUCLEUS	141	0.3280998	1.3995911	0.04329897	0.42107016	1	1875	"tags=25%,"	"list=20%,"	signal=30%
GOBP_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	49	0.40611824	1.4056748	0.04288499	0.42150664	1	983	"tags=20%,"	"list=10%,"	signal=23%
GOBP_NUCLEAR_MEMBRANE_ORGANIZATION	28	0.46710712	1.4073722	0.13347022	0.42180508	1	2430	"tags=36%,"	"list=25%,"	signal=48%
GOBP_SULFUR_AMINO_ACID_METABOLIC_PROCESS	15	0.55077595	1.3959576	0.08658009	0.42383036	1	2353	"tags=47%,"	"list=25%,"	signal=62%
GOBP_DICARBOXYLIC_ACID_METABOLIC_PROCESS	40	0.47610757	1.3966067	0.07786885	0.42434457	1	1697	"tags=33%,"	"list=18%,"	signal=39%
GOBP_REGULATION_OF_CELL_CYCLE_G2_M_PHASE_TRANSITION	56	0.37196535	1.3948028	0.125	0.42457992	1	2490	"tags=34%,"	"list=26%,"	signal=46%
GOBP_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	69	0.35641798	1.3966815	0.051652893	0.42648807	1	1995	"tags=33%,"	"list=21%,"	signal=42%
GOBP_MONOUBIQUITINATED_PROTEIN_DEUBIQUITINATION	20	0.40124205	1.3924295	0.11623246	0.42858338	1	1927	"tags=30%,"	"list=20%,"	signal=37%
GOBP_PYRIMIDINE_NUCLEOTIDE_METABOLIC_PROCESS	24	0.43602225	1.3902476	0.117154814	0.42969295	1	2484	"tags=42%,"	"list=26%,"	signal=56%
GOBP_FATTY_ACID_CATABOLIC_PROCESS	52	0.41760042	1.3893731	0.09218437	0.42970863	1	2319	"tags=37%,"	"list=24%,"	signal=48%
GOBP_POSITIVE_REGULATION_OF_PROTEIN_IMPORT_INTO_NUCLEUS	15	0.5550529	1.3909373	0.085487075	0.43022496	1	1780	"tags=33%,"	"list=19%,"	signal=41%
GOBP_NEGATIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	53	0.38736144	1.3876789	0.175	0.43228093	1	3412	"tags=51%,"	"list=36%,"	signal=79%
GOBP_PROTEIN_EXPORT_FROM_NUCLEUS	29	0.4120974	1.3704162	0.111788616	0.43250704	1	1488	"tags=31%,"	"list=16%,"	signal=37%
GOBP_RNA_POLYADENYLATION	23	0.45865363	1.3798033	0.12090164	0.43320963	1	2401	"tags=39%,"	"list=25%,"	signal=52%
GOBP_POSITIVE_REGULATION_OF_NUCLEOCYTOPLASMIC_TRANSPORT	26	0.44644064	1.3684977	0.08086785	0.43347985	1	1780	"tags=31%,"	"list=19%,"	signal=38%
GOBP_POSITIVE_REGULATION_OF_CHROMOSOME_ORGANIZATION	51	0.3411337	1.3847151	0.13211381	0.4334994	1	2503	"tags=31%,"	"list=26%,"	signal=42%
GOBP_SPINDLE_ASSEMBLY	73	0.37088302	1.3692762	0.14139344	0.43357548	1	3242	"tags=55%,"	"list=34%,"	signal=82%
GOBP_PIGMENT_CELL_DIFFERENTIATION	18	0.55239856	1.3707359	0.13278009	0.43371105	1	1181	"tags=33%,"	"list=12%,"	signal=38%
GOBP_DNA_MODIFICATION	71	0.36343643	1.3746052	0.050955415	0.43379727	1	2589	"tags=35%,"	"list=27%,"	signal=48%
GOBP_FATTY_ACID_BETA_OXIDATION	38	0.43041065	1.3738167	0.116	0.43385908	1	2279	"tags=32%,"	"list=24%,"	signal=41%
GOBP_LEUKOCYTE_HOMEOSTASIS	61	0.39539042	1.3837197	0.06395349	0.43386322	1	1527	"tags=20%,"	"list=16%,"	signal=23%
GOBP_MITOCHONDRIAL_TRANSPORT	112	0.3430197	1.3720938	0.13445379	0.43433505	1	1449	"tags=21%,"	"list=15%,"	signal=25%
GOBP_FACULTATIVE_HETEROCHROMATIN_FORMATION	18	0.4654248	1.3709987	0.1570248	0.4350519	1	2576	"tags=33%,"	"list=27%,"	signal=46%
GOBP_GPI_ANCHOR_METABOLIC_PROCESS	17	0.5593914	1.3798554	0.15306123	0.43525743	1	1301	"tags=41%,"	"list=14%,"	signal=48%
GOBP_POSITIVE_REGULATION_OF_DNA_METABOLIC_PROCESS	141	0.3237543	1.3848354	0.09052631	0.4354047	1	1939	"tags=23%,"	"list=20%,"	signal=29%
GOBP_NUCLEOSIDE_MONOPHOSPHATE_BIOSYNTHETIC_PROCESS	21	0.42951134	1.3856598	0.099352054	0.43545023	1	2535	"tags=33%,"	"list=26%,"	signal=45%
GOBP_IRON_SULFUR_CLUSTER_ASSEMBLY	19	0.4424713	1.3822829	0.11336032	0.43551928	1	974	"tags=21%,"	"list=10%,"	signal=23%
GOBP_SERINE_FAMILY_AMINO_ACID_METABOLIC_PROCESS	15	0.5423133	1.374761	0.10245901	0.43552113	1	1130	"tags=33%,"	"list=12%,"	signal=38%
GOBP_NEGATIVE_REGULATION_OF_CYTOSKELETON_ORGANIZATION	84	0.37726873	1.3771185	0.04897959	0.43578175	1	3005	"tags=44%,"	"list=31%,"	signal=64%
GOBP_MONOCARBOXYLIC_ACID_CATABOLIC_PROCESS	64	0.37525678	1.3753422	0.07114624	0.4362113	1	2319	"tags=34%,"	"list=24%,"	signal=45%
GOBP_REGULATION_OF_RECEPTOR_INTERNALIZATION	27	0.41474822	1.377715	0.08514851	0.43624225	1	1931	"tags=26%,"	"list=20%,"	signal=32%
GOBP_NEGATIVE_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	20	0.4823206	1.3721677	0.08811475	0.4362832	1	1223	"tags=25%,"	"list=13%,"	signal=29%
GOBP_REGULATION_OF_NUCLEAR_DIVISION	77	0.38026956	1.3801583	0.07068607	0.43662554	1	1688	"tags=27%,"	"list=18%,"	signal=33%
GOBP_MATURATION_OF_SSU_RRNA	36	0.37344092	1.366491	0.17684211	0.4366884	1	2762	"tags=39%,"	"list=29%,"	signal=54%
GOBP_PTERIDINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	15	0.5619191	1.3808807	0.12857144	0.43675226	1	2521	"tags=53%,"	"list=26%,"	signal=72%
GOBP_PROTEIN_ACYLATION	133	0.32522726	1.3654286	0.094339624	0.43732497	1	2274	"tags=29%,"	"list=24%,"	signal=37%
GOBP_CYTOPLASMIC_TRANSLATIONAL_INITIATION	21	0.41540122	1.3756686	0.13450292	0.437375	1	2120	"tags=29%,"	"list=22%,"	signal=37%
GOBP_VESICLE_MEDIATED_TRANSPORT_BETWEEN_ENDOSOMAL_COMPARTMENTS	27	0.40379804	1.3638955	0.11462451	0.4392613	1	2739	"tags=48%,"	"list=29%,"	signal=67%
GOBP_TELOMERE_ORGANIZATION	90	0.3394048	1.3630412	0.10062893	0.4394115	1	1939	"tags=23%,"	"list=20%,"	signal=29%
GOBP_PROTEIN_LOCALIZATION_TO_MICROTUBULE_ORGANIZING_CENTER	18	0.4537192	1.3605441	0.15019763	0.44191027	1	3276	"tags=56%,"	"list=34%,"	signal=84%
GOBP_CELLULAR_RESPONSE_TO_HEAT	30	0.49517435	1.3596976	0.13900416	0.4422663	1	1885	"tags=33%,"	"list=20%,"	signal=41%
GOBP_LIPID_OXIDATION	58	0.3986576	1.3611046	0.085192695	0.4424326	1	2344	"tags=33%,"	"list=24%,"	signal=43%
GOBP_EXIT_FROM_MITOSIS	17	0.5102598	1.3585327	0.14227642	0.4431548	1	1869	"tags=35%,"	"list=20%,"	signal=44%
GOBP_SNRNA_METABOLIC_PROCESS	27	0.38358778	1.3517689	0.13414635	0.44713253	1	2210	"tags=33%,"	"list=23%,"	signal=43%
GOBP_ORGANIC_ACID_CATABOLIC_PROCESS	125	0.34622827	1.3554337	0.028571429	0.44744092	1	2319	"tags=33%,"	"list=24%,"	signal=43%
GOBP_CYTOKINESIS	95	0.33708307	1.3521234	0.11885246	0.4480602	1	2392	"tags=32%,"	"list=25%,"	signal=42%
GOBP_RNA_CATABOLIC_PROCESS	135	0.28573713	1.355899	0.0998004	0.44813713	1	2646	"tags=32%,"	"list=28%,"	signal=43%
GOBP_TRANSCRIPTION_PREINITIATION_COMPLEX_ASSEMBLY	45	0.33345625	1.3534802	0.1290944	0.44852954	1	2041	"tags=29%,"	"list=21%,"	signal=37%
GOBP_RNA_STABILIZATION	21	0.49204066	1.3522996	0.13529412	0.44957268	1	1801	"tags=38%,"	"list=19%,"	signal=47%
GOBP_CELL_CYCLE_PHASE_TRANSITION	281	0.28521597	1.3477324	0.09836066	0.4497184	1	1994	"tags=26%,"	"list=21%,"	signal=32%
GOBP_NEGATIVE_REGULATION_OF_ACTIN_FILAMENT_BUNDLE_ASSEMBLY	18	0.53901255	1.3537159	0.13211381	0.44987857	1	2626	"tags=44%,"	"list=27%,"	signal=61%
GOBP_MRNA_CATABOLIC_PROCESS	107	0.29952136	1.3461411	0.10838446	0.44994903	1	2646	"tags=33%,"	"list=28%,"	signal=45%
GOBP_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	22	0.50750196	1.343019	0.12476008	0.45049194	1	737	"tags=23%,"	"list=8%,"	signal=25%
GOBP_POSITIVE_REGULATION_OF_DNA_RECOMBINATION	33	0.4648025	1.346515	0.18295218	0.45078948	1	815	"tags=18%,"	"list=9%,"	signal=20%
GOBP_CELLULAR_NITROGEN_COMPOUND_CATABOLIC_PROCESS	224	0.27286562	1.3421108	0.050301813	0.45090184	1	2646	"tags=33%,"	"list=28%,"	signal=45%
GOBP_MITOTIC_CELL_CYCLE	458	0.2880673	1.3378196	0.12210526	0.45102763	1	1994	"tags=26%,"	"list=21%,"	signal=32%
GOBP_MEIOTIC_CELL_CYCLE_PROCESS	107	0.36357686	1.3479779	0.037848607	0.45106593	1	2496	"tags=39%,"	"list=26%,"	signal=52%
GOBP_MUSCLE_CELL_CELLULAR_HOMEOSTASIS	17	0.50897485	1.3370194	0.11740891	0.45141166	1	1908	"tags=35%,"	"list=20%,"	signal=44%
GOBP_NON_MEMBRANE_BOUNDED_ORGANELLE_ASSEMBLY	208	0.28224298	1.3432815	0.060737528	0.451652	1	1939	"tags=25%,"	"list=20%,"	signal=31%
GOBP_ANTEROGRADE_AXONAL_TRANSPORT	28	0.402744	1.3484132	0.116935484	0.45190403	1	560	"tags=18%,"	"list=6%,"	signal=19%
GOBP_ORGANOPHOSPHATE_ESTER_TRANSPORT	82	0.35200354	1.3360549	0.050607286	0.4519192	1	1973	"tags=29%,"	"list=21%,"	signal=37%
GOBP_RNA_PHOSPHODIESTER_BOND_HYDROLYSIS	91	0.29418465	1.3408971	0.11065574	0.4520696	1	2125	"tags=26%,"	"list=22%,"	signal=34%
GOBP_REGULATION_OF_MITOTIC_NUCLEAR_DIVISION	62	0.37973434	1.3331431	0.16067654	0.45216358	1	1688	"tags=29%,"	"list=18%,"	signal=35%
GOBP_WATER_SOLUBLE_VITAMIN_METABOLIC_PROCESS	25	0.4532463	1.3394402	0.114173226	0.45232776	1	1373	"tags=28%,"	"list=14%,"	signal=33%
GOBP_DNA_BIOSYNTHETIC_PROCESS	96	0.3445848	1.3401006	0.1	0.45242456	1	1720	"tags=26%,"	"list=18%,"	signal=31%
GOBP_LYSOSOMAL_TRANSPORT	81	0.32542363	1.3378532	0.11729623	0.45274717	1	2448	"tags=32%,"	"list=26%,"	signal=43%
GOBP_MALE_MEIOTIC_NUCLEAR_DIVISION	26	0.43837225	1.3348985	0.05142857	0.4530344	1	1184	"tags=27%,"	"list=12%,"	signal=31%
GOBP_NEGATIVE_REGULATION_OF_SUPRAMOLECULAR_FIBER_ORGANIZATION	89	0.3679272	1.3487068	0.06732673	0.45304102	1	1995	"tags=29%,"	"list=21%,"	signal=37%
GOBP_MITOTIC_G2_M_TRANSITION_CHECKPOINT	26	0.38664803	1.3433876	0.16182573	0.45329338	1	2490	"tags=38%,"	"list=26%,"	signal=52%
GOBP_REGULATION_OF_MICROTUBULE_BASED_PROCESS	127	0.31926286	1.3333797	0.044624746	0.45337224	1	1215	"tags=20%,"	"list=13%,"	signal=23%
GOBP_NEGATIVE_REGULATION_OF_CELL_CYCLE_PROCESS	162	0.301724	1.3379757	0.103375524	0.45426336	1	2490	"tags=33%,"	"list=26%,"	signal=44%
GOBP_HISTONE_METHYLATION	72	0.32037598	1.3437093	0.09411765	0.45428172	1	1243	"tags=15%,"	"list=13%,"	signal=17%
GOBP_NEGATIVE_REGULATION_OF_RNA_CATABOLIC_PROCESS	26	0.43401733	1.3335137	0.12474849	0.4548725	1	1801	"tags=35%,"	"list=19%,"	signal=43%
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_TRANSPORT	27	0.4231367	1.3304424	0.11814346	0.45572188	1	1390	"tags=26%,"	"list=15%,"	signal=30%
GOBP_PYRIMIDINE_CONTAINING_COMPOUND_CATABOLIC_PROCESS	23	0.46187043	1.3305914	0.142	0.45717958	1	2576	"tags=52%,"	"list=27%,"	signal=71%
GOBP_CELLULAR_RESPONSE_TO_RADIATION	101	0.3178972	1.3262806	0.050980393	0.4627805	1	1651	"tags=26%,"	"list=17%,"	signal=31%
GOBP_IRON_ION_HOMEOSTASIS	41	0.3934672	1.3263252	0.102564104	0.4644616	1	1231	"tags=24%,"	"list=13%,"	signal=28%
GOBP_RESPONSE_TO_IONIZING_RADIATION	76	0.348829	1.3238175	0.08874459	0.46756554	1	2070	"tags=30%,"	"list=22%,"	signal=38%
GOBP_DNA_METHYLATION_OR_DEMETHYLATION	56	0.36986715	1.3200163	0.09710744	0.4758048	1	2258	"tags=29%,"	"list=24%,"	signal=37%
GOBP_RESPONSE_TO_INTERLEUKIN_4	16	0.4662827	1.3179128	0.1684435	0.477568	1	1198	"tags=19%,"	"list=13%,"	signal=21%
GOBP_CELLULAR_AMINO_ACID_METABOLIC_PROCESS	137	0.32273155	1.318422	0.073619634	0.4781498	1	2550	"tags=36%,"	"list=27%,"	signal=49%
GOBP_DNA_STRAND_ELONGATION	18	0.39143395	1.3132746	0.17270789	0.4823545	1	2520	"tags=39%,"	"list=26%,"	signal=53%
GOBP_REGULATION_OF_HETEROCHROMATIN_FORMATION	18	0.46571457	1.3133022	0.17857143	0.48410043	1	3978	"tags=78%,"	"list=42%,"	signal=133%
GOBP_INTRACELLULAR_PROTEIN_TRANSMEMBRANE_TRANSPORT	35	0.391309	1.3146584	0.13157895	0.4842338	1	1802	"tags=26%,"	"list=19%,"	signal=32%
GOBP_MATURATION_OF_5_8S_RRNA	21	0.43606135	1.3137997	0.18312757	0.484577	1	1140	"tags=29%,"	"list=12%,"	signal=32%
GOBP_REGULATION_OF_SPINDLE_ORGANIZATION	21	0.48161617	1.3079946	0.18371607	0.4909473	1	794	"tags=24%,"	"list=8%,"	signal=26%
GOBP_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	228	0.28435007	1.3030344	0.14139344	0.49147078	1	2072	"tags=27%,"	"list=22%,"	signal=34%
GOBP_MICROTUBULE_BASED_PROCESS	439	0.29783106	1.3081318	0.04233871	0.49238247	1	2035	"tags=31%,"	"list=21%,"	signal=38%
GOBP_REGULATION_OF_SPINDLE_ASSEMBLY	16	0.5047692	1.3032495	0.20119523	0.49262848	1	3223	"tags=56%,"	"list=34%,"	signal=85%
GOBP_NEGATIVE_REGULATION_OF_INTRACELLULAR_PROTEIN_TRANSPORT	19	0.4521094	1.3035653	0.1336117	0.49365503	1	1390	"tags=26%,"	"list=15%,"	signal=31%
GOBP_REGULATION_OF_ENDOPLASMIC_RETICULUM_UNFOLDED_PROTEIN_RESPONSE	17	0.4574967	1.3083202	0.14928426	0.49376684	1	1349	"tags=24%,"	"list=14%,"	signal=27%
GOBP_PROTEIN_MODIFICATION_BY_SMALL_PROTEIN_CONJUGATION	468	0.25256315	1.3037935	0.09213052	0.49484423	1	1988	"tags=24%,"	"list=21%,"	signal=28%
GOBP_RIBOSOMAL_LARGE_SUBUNIT_BIOGENESIS	39	0.4088362	1.305055	0.20746888	0.49522382	1	2766	"tags=41%,"	"list=29%,"	signal=57%
GOBP_NEGATIVE_REGULATION_OF_DEFENSE_RESPONSE_TO_VIRUS	17	0.4670156	1.3039968	0.17171717	0.49614465	1	2300	"tags=41%,"	"list=24%,"	signal=54%
GOBP_SULFUR_COMPOUND_TRANSPORT	24	0.41893694	1.30532	0.14613779	0.4962795	1	1909	"tags=33%,"	"list=20%,"	signal=42%
GOBP_PROTEIN_LOCALIZATION_TO_CYTOSKELETON	32	0.40743703	1.2985047	0.15400411	0.5000298	1	1762	"tags=31%,"	"list=18%,"	signal=38%
GOBP_REGULATION_OF_MRNA_CATABOLIC_PROCESS	78	0.3176491	1.2962444	0.15261044	0.5008879	1	2646	"tags=38%,"	"list=28%,"	signal=53%
GOBP_CELL_COMMUNICATION_BY_ELECTRICAL_COUPLING	17	0.49883384	1.2987577	0.105906315	0.5011393	1	1421	"tags=35%,"	"list=15%,"	signal=41%
GOBP_ACTIVATED_T_CELL_PROLIFERATION	30	0.4314867	1.2966145	0.1166348	0.50175536	1	774	"tags=17%,"	"list=8%,"	signal=18%
GOBP_ESTABLISHMENT_OF_ORGANELLE_LOCALIZATION	223	0.27003124	1.2966212	0.07272727	0.50354296	1	1671	"tags=21%,"	"list=17%,"	signal=25%
GOBP_NEGATIVE_REGULATION_OF_MITOTIC_CELL_CYCLE_PHASE_TRANSITION	99	0.30231276	1.2922989	0.14906833	0.5060571	1	2490	"tags=33%,"	"list=26%,"	signal=45%
GOBP_CYTOKINETIC_PROCESS	23	0.4504624	1.2935357	0.1820041	0.5063186	1	1825	"tags=26%,"	"list=19%,"	signal=32%
GOBP_TRANSCRIPTION_BY_RNA_POLYMERASE_I	33	0.36229488	1.292837	0.16862746	0.5064116	1	921	"tags=18%,"	"list=10%,"	signal=20%
GOBP_REGULATION_OF_MITOTIC_SISTER_CHROMATID_SEGREGATION	33	0.42729425	1.2912663	0.23651452	0.5072341	1	1680	"tags=30%,"	"list=18%,"	signal=37%
GOBP_MITOCHONDRIAL_FISSION	20	0.4814459	1.2904397	0.17004049	0.5075251	1	466	"tags=15%,"	"list=5%,"	signal=16%
GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ORGANIZATION	17	0.51914126	1.288574	0.16996047	0.51098835	1	232	"tags=18%,"	"list=2%,"	signal=18%
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION	29	0.4047673	1.285322	0.11691023	0.5180587	1	553	"tags=17%,"	"list=6%,"	signal=18%
GOBP_MICROTUBULE_CYTOSKELETON_ORGANIZATION	306	0.30293658	1.2799628	0.10472279	0.5256038	1	2035	"tags=32%,"	"list=21%,"	signal=39%
GOBP_ESTABLISHMENT_OF_CELL_POLARITY	69	0.33012024	1.2799686	0.086419754	0.52739704	1	2035	"tags=30%,"	"list=21%,"	signal=38%
GOBP_NUCLEOTIDE_SUGAR_METABOLIC_PROCESS	17	0.4077914	1.2786473	0.19076306	0.5274583	1	389	"tags=18%,"	"list=4%,"	signal=18%
GOBP_RNA_TEMPLATED_DNA_BIOSYNTHETIC_PROCESS	34	0.35804328	1.280065	0.20119523	0.5289704	1	1454	"tags=21%,"	"list=15%,"	signal=24%
GOBP_REGULATION_OF_CYTOKINESIS	51	0.36392558	1.280322	0.17659138	0.52999485	1	2345	"tags=33%,"	"list=24%,"	signal=44%
GOBP_POSITIVE_REGULATION_OF_PROTEIN_ACETYLATION	28	0.41507575	1.2758579	0.17635271	0.53128725	1	3520	"tags=61%,"	"list=37%,"	signal=96%
GOBP_RESPONSE_TO_UV	78	0.3137918	1.2764472	0.123173274	0.53149724	1	1939	"tags=29%,"	"list=20%,"	signal=37%
GOBP_POSITIVE_REGULATION_OF_PROTEIN_DEPHOSPHORYLATION	23	0.3842911	1.2750353	0.1949807	0.5317482	1	1398	"tags=17%,"	"list=15%,"	signal=20%
GOBP_PEPTIDYL_THREONINE_MODIFICATION	57	0.34360278	1.2736168	0.13163064	0.5338361	1	1563	"tags=26%,"	"list=16%,"	signal=31%
GOBP_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS	121	0.27575484	1.2723813	0.13347457	0.53537697	1	1598	"tags=21%,"	"list=17%,"	signal=25%
GOBP_REGULATION_OF_MICROTUBULE_POLYMERIZATION_OR_DEPOLYMERIZATION	50	0.36347124	1.2713021	0.093361	0.5364161	1	1215	"tags=24%,"	"list=13%,"	signal=27%
GOBP_POSITIVE_REGULATION_OF_PROTEOLYSIS_INVOLVED_IN_PROTEIN_CATABOLIC_PROCESS	77	0.3074004	1.2697414	0.15498939	0.53867656	1	1585	"tags=22%,"	"list=17%,"	signal=26%
GOBP_MITOTIC_G2_DNA_DAMAGE_CHECKPOINT_SIGNALING	15	0.4086669	1.2672671	0.19222903	0.5401315	1	2469	"tags=40%,"	"list=26%,"	signal=54%
GOBP_ARP2_3_COMPLEX_MEDIATED_ACTIN_NUCLEATION	20	0.44282964	1.2682072	0.15369262	0.541097	1	1558	"tags=25%,"	"list=16%,"	signal=30%
GOBP_REGULATION_OF_SIGNAL_TRANSDUCTION_BY_P53_CLASS_MEDIATOR	62	0.3271875	1.26733	0.15592515	0.5417734	1	2292	"tags=26%,"	"list=24%,"	signal=34%
GOBP_CLEAVAGE_INVOLVED_IN_RRNA_PROCESSING	16	0.4191696	1.259068	0.21825397	0.5419136	1	2318	"tags=38%,"	"list=24%,"	signal=49%
GOBP_NEGATIVE_REGULATION_OF_MRNA_METABOLIC_PROCESS	34	0.3792724	1.265722	0.18089432	0.54278296	1	1030	"tags=21%,"	"list=11%,"	signal=23%
GOBP_POSITIVE_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	15	0.5286027	1.2591709	0.19960861	0.54333884	1	232	"tags=20%,"	"list=2%,"	signal=20%
GOBP_NEGATIVE_REGULATION_OF_RESPONSE_TO_DNA_DAMAGE_STIMULUS	46	0.36266136	1.2639962	0.19085488	0.54407597	1	2408	"tags=37%,"	"list=25%,"	signal=49%
GOBP_PROTEIN_CONTAINING_COMPLEX_DISASSEMBLY	129	0.27127615	1.2599221	0.11089109	0.54471517	1	2588	"tags=33%,"	"list=27%,"	signal=45%
GOBP_REGULATION_OF_ACTIN_NUCLEATION	18	0.44963363	1.2592411	0.18039216	0.54487944	1	1558	"tags=28%,"	"list=16%,"	signal=33%
GOBP_PROTEIN_POLYUBIQUITINATION	127	0.29084545	1.2641201	0.166	0.54546815	1	1988	"tags=25%,"	"list=21%,"	signal=31%
GOBP_GLUCOSAMINE_CONTAINING_COMPOUND_METABOLIC_PROCESS	15	0.49886304	1.2565385	0.1740042	0.54549474	1	1515	"tags=33%,"	"list=16%,"	signal=40%
GOBP_PYRUVATE_METABOLIC_PROCESS	60	0.3435436	1.2602458	0.14285715	0.5456285	1	1292	"tags=20%,"	"list=13%,"	signal=23%
GOBP_REGULATION_OF_LAMELLIPODIUM_ASSEMBLY	18	0.501272	1.2570695	0.19653179	0.54578036	1	544	"tags=22%,"	"list=6%,"	signal=24%
GOBP_PROTEIN_QUALITY_CONTROL_FOR_MISFOLDED_OR_INCOMPLETELY_SYNTHESIZED_PROTEINS	15	0.48744816	1.2619445	0.2217484	0.5463917	1	1105	"tags=33%,"	"list=12%,"	signal=38%
GOBP_POSITIVE_REGULATION_OF_PEPTIDYL_LYSINE_ACETYLATION	22	0.43746006	1.2612928	0.18979591	0.54641867	1	2250	"tags=36%,"	"list=23%,"	signal=47%
GOBP_VACUOLAR_TRANSPORT	99	0.3006865	1.2602971	0.19917013	0.54727626	1	1929	"tags=24%,"	"list=20%,"	signal=30%
GOBP_CELLULAR_RESPONSE_TO_UV	50	0.295362	1.2621926	0.12092131	0.5474591	1	1534	"tags=24%,"	"list=16%,"	signal=28%
GOBP_VITAMIN_METABOLIC_PROCESS	54	0.36742073	1.2532446	0.12655602	0.5513351	1	1588	"tags=28%,"	"list=17%,"	signal=33%
GOBP_NUCLEAR_TRANSCRIBED_MRNA_CATABOLIC_PROCESS_NONSENSE_MEDIATED_DECAY	17	0.36824363	1.2533015	0.203125	0.5529141	1	3372	"tags=47%,"	"list=35%,"	signal=72%
GOBP_ESTABLISHMENT_OF_PROTEIN_LOCALIZATION_TO_ENDOPLASMIC_RETICULUM	23	0.41864806	1.2513684	0.22495274	0.5545967	1	1798	"tags=22%,"	"list=19%,"	signal=27%
GOBP_PHOSPHOLIPID_BIOSYNTHETIC_PROCESS	126	0.29813555	1.249648	0.118	0.5576913	1	1430	"tags=23%,"	"list=15%,"	signal=27%
GOBP_CELLULAR_RESPONSE_TO_ALKALOID	15	0.4705001	1.2489711	0.16460906	0.5577626	1	1871	"tags=40%,"	"list=20%,"	signal=50%
GOBP_SUBSTANTIA_NIGRA_DEVELOPMENT	21	0.44803038	1.2468307	0.1770428	0.5616867	1	692	"tags=24%,"	"list=7%,"	signal=26%
