SRX033480 SRX033488 SRX033481 SRX033489 SRX033482 SRX033490 SRX033483 SRX033476 SRX033478 SRX033479 SRX033472 SRX033473 SRX033474 SRX033475 SRX033491 SRX033484 SRX033492 SRX033485 SRX033493 SRX033486 SRX033494
ENSMUSG00000021840 6.79875009179658 6.63652047420669 6.24670769100249 6.79942045807216 6.66111591156075 6.56796805547335 6.58719446706436 7.32447612792414 6.98313604747906 7.29527952508993 7.21113457048685 7.16422115704185 7.27514961906538 6.66297218963727 6.49842403010369 6.82585528997436 6.39476299614435 7.21577385457671 6.620985259596 7.09790389151121 6.63230891049471
ENSMUSG00000021843 10.2412678997281 9.89582482559297 10.2728685005154 9.98972049885228 10.3107955612249 10.0296617529271 10.0419393434339 9.40829633768765 9.76479467510378 9.47746997220742 9.35007165613464 9.47127284406093 9.38066184936747 10.0016524271616 10.0573118857652 9.98685702608311 10.0255674472717 9.24110946031086 10.0507339879819 10.1748199081772 10.3756214286428
ENSMUSG00000021846 5.23760343062389 5.41495456192962 5.50996360039365 5.25451049284649 5.31846559985998 5.28406759748114 5.31969432665089 5.81319056275957 5.45321855331296 5.25294583931903 5.4082346940056 5.59115950362549 5.56593918425443 5.32988024889781 5.28071680863381 5.34489449947456 5.35226253005098 4.52505779335415 5.31700364342829 5.24012477125368 5.6418003819538
ENSMUSG00000021866 6.87880325882489 7.43330781316709 6.93605552826526 6.78068938560089 6.66111591156075 6.78729000918337 7.14290191308135 6.85752568852789 7.51626653610091 7.48008636141196 7.18864003587746 7.46850761051078 7.8032094140264 7.55082673672111 7.02738412051241 6.85203665583196 7.13904621151807 7.68007699411801 7.16342754284703 7.31393804307605 6.80461548347493
ENSMUSG00000021868 7.74836873576519 8.3906583181621 7.87267350051855 8.19528701182826 7.95291525994467 8.38605517521438 8.04837289172046 8.28332303610932 8.01629610493005 8.37201381530696 8.64503689086133 8.46412131485939 8.4016188523732 8.48327336193311 8.32494533226188 8.36316512324026 8.3289306949265 8.29161760247279 8.40074891867425 8.40222143742822 8.20795980058044
ENSMUSG00000021871 5.50099484077337 5.32007578395503 5.29678794142231 5.31927385766939 5.07885674084877 5.25308141801575 5.42654805533988 5.42581488355216 5.25235799760546 5.00800965274942 5.69090483981241 5.32434945177531 5.56593918425443 5.53505909334458 5.75724067628004 5.20226750008587 5.48127046914145 5.29038976935177 5.5654947336835 5.54214696516904 5.44627842800211
ENSMUSG00000021876 7.19091462744441 7.81055156899625 7.21767854894205 7.78539978681859 7.56351874388531 7.59866638295256 7.51934975247908 7.61629927146267 7.10720895238453 7.08247004039913 7.1307711023474 7.25138290442122 7.15129290380676 7.2273218660151 7.639265235538 7.47019182070889 7.60723129703606 7.20262106249631 7.65632212552437 7.76696356032961 7.70681350364236
ENSMUSG00000021877 8.85299574123858 9.09513179083285 8.83438365744244 9.09581992896418 8.90131184254061 8.98243883372351 8.97657301706546 8.90965053003271 8.86110995722787 8.71733018950852 8.4625656386617 8.58327925105855 8.31292945964019 8.54922454299011 8.98865801090013 9.16279676585373 9.03576014941842 8.88661715879788 8.90919567195647 8.94763426122507 9.29622003173692
ENSMUSG00000021890 8.71581061422671 8.70045394017642 8.56405923093949 8.51357814884436 8.7404920668698 8.50338376784697 8.53546747390726 8.64648123477496 8.58473908218182 8.61393911333822 8.55669669255262 8.53068656981084 8.52021230374446 8.59317147880985 8.63300590004889 8.72390285949458 8.63920428017005 8.57501648054274 8.38724837067498 8.63605599387152 8.74344941543371
ENSMUSG00000021891 7.6950020822027 7.45814273880672 7.58921812927582 7.4194044545997 7.64582740554899 7.67549398391929 7.43688869440761 6.92385618594647 7.47878485993224 7.09451469259133 7.14253785739104 7.0168261614303 7.09851248206707 7.21472579753381 7.33303455907232 7.19494470498387 7.55405411833483 6.95771740340259 7.56282600436084 7.51089636872076 7.31132984562513
ENSMUSG00000021892 6.59943294444687 6.64758848163493 6.58200010059754 6.42729373801432 6.29067679518794 6.56796805547335 6.64469666874559 6.97680161229207 7.07721082052102 7.30563414402054 7.15420647943989 6.94854660671606 7.08499986440619 7.08211445224338 6.74191106812406 6.39399421999775 6.78729561802952 6.42558470761423 6.620985259596 6.4043040200841 6.59086342567012
ENSMUSG00000021893 9.46697337474277 9.48157022468597 9.38319857915899 9.43227434983107 9.22751603162088 9.36301060252836 9.49630280039535 8.98004942430903 9.21314897263182 8.94732112917171 9.12018227085196 9.12917110598781 8.79423253909764 9.43792275444811 9.50401552076477 9.34277110839006 9.49881089768334 9.01843807921503 9.51597359068557 9.53376981924631 9.65508155424934
ENSMUSG00000021895 10.4746461643633 10.3146991105442 10.3722775774018 10.2105299592477 10.1954535539968 10.1262085577302 10.4009305445958 10.2310664251835 10.2990008816812 10.1232203564965 10.2352729381794 10.3136810411602 10.228334183202 10.3642967865642 10.2898924796525 10.2341926341602 10.3005667858437 10.1948143988064 10.4129445694568 10.3934348553301 10.4206915153187
ENSMUSG00000021900 5.93035750784169 6.16096703617723 5.84112608955821 6.09439929716294 6.09317392433027 6.25437387364637 5.87769323301924 6.32350766506313 6.03714674272543 5.93726934166379 6.62269510195011 6.26683374606527 6.11967020516258 5.82141713395211 6.22591040956422 6.31914606345 6.45056925946304 6.14057250303749 6.25117298377921 6.03248652493751 6.0690145344185
ENSMUSG00000021901 10.930651038775 11.098329575927 10.9177859082849 10.9487410427583 10.940944643688 10.9063104887636 11.0066476364722 10.9829639559706 10.8065812328751 11.1297583215657 11.116483472612 11.1762183288287 11.1802894078177 11.0134649147071 11.0208896813724 10.9158731696456 11.0197015504068 10.992083706391 10.9847539607012 10.8864436709688 10.9257384285857
ENSMUSG00000021902 5.96970081944573 6.07873720305231 5.93351822801479 6.28518619156122 5.81508026360263 6.18708501696937 5.61218394234517 5.83819678539262 5.92198823050614 6.09821347956512 6.10775207999828 6.01096082071383 6.17415428769549 6.34555005481082 6.07896503472562 6.01679139941135 5.99791748504726 5.69134733533241 6.13293093490977 6.06093012294475 6.20277506966515
ENSMUSG00000021903 6.08075546860079 6.74334644686831 6.21152109774746 6.7616989450515 6.5653054467617 6.97631537055999 6.12321627981257 7.609690725005 6.73504099163158 7.18730871693647 6.62269510195011 6.41302467623005 6.4386871352635 6.43783501622963 6.27544101326745 5.8884262491562 6.07321437343434 6.16923169435279 6.30044455014923 6.1942823447224 6.15972726990635
ENSMUSG00000021904 7.15949007783471 6.71216848281316 6.99711863614328 6.94911798073941 6.93288462278561 6.67727701191854 6.66333453331395 7.41091210850588 6.89380376455951 7.18730871693647 6.92759766688738 6.8519339572006 7.04365845884362 6.75411339951418 6.67153766825681 6.61170438834256 6.48296300596255 6.69857503865549 6.47032327000957 6.38256127799588 6.60134443956133
ENSMUSG00000021906 7.75880609094009 7.69036919591526 7.34752830833874 7.69991208143596 7.56351874388531 7.75281570618147 7.45795885715974 7.39558518535597 7.59539436319905 7.2637504477221 7.09486465060492 7.36844645805353 7.42140471840635 7.3589055889439 7.67932887908203 7.61280580612381 7.7727653810384 7.18934376062933 7.63810889337449 7.5770636031145 7.43111907345382
ENSMUSG00000021908 7.35220252008959 7.3021252344562 7.01689051992572 7.20736392706523 7.12731364653683 7.29740454424958 7.04819871222403 6.60995768122768 6.98313604747906 6.98217060053856 6.76834027122706 6.73447296193046 6.79960131106733 6.82289249036997 7.12172688963002 7.31157179723992 7.24718219474513 7.0193319379618 7.38271448177113 7.29151137344304 7.22097130904092
ENSMUSG00000021909 5.93035750784169 5.74964359487389 5.12325251150724 5.46479519427488 5.38650090864395 5.8573839673156 5.80776708076592 5.08682897284749 5.4890404469419 6.14758724292597 5.57857858488065 5.52154279247668 6.00312052416966 5.66668084212816 5.48798121923691 5.38814373964117 6.1716094417324 5.45903854113529 5.78604843115737 5.49755594004817 4.96979120221648
ENSMUSG00000021910 12.6435779808316 12.7503456475311 12.6400071985669 12.7645245078527 12.8141738597222 12.7926317438348 12.699778746462 13.0327716440003 12.7071095340556 13.1655636893763 13.1465641321361 13.0656643998657 13.035769526206 12.9160512617326 12.7690166478968 12.9623064060417 12.7910940582061 13.1672225165453 12.7691290773172 12.8440068382235 12.7149890073155
ENSMUSG00000021911 9.39895216336746 9.35138086013567 9.49126032537607 9.3117405853862 9.27963285891658 9.140538768963 9.32795627933969 9.12975418947165 9.34290837663178 9.18491630419329 8.850022359701 9.02178670996392 8.85430976198396 9.13555874571443 9.24883971468774 9.32689334417536 9.25607938602831 8.8825512008359 9.25324780702312 9.48576882328944 9.45568287865513
ENSMUSG00000021913 10.4918440716989 10.7476045062914 10.4810804114268 10.7353082414514 10.596901992856 10.7152661302204 10.7316114053089 10.867484984643 10.625580506054 11.0183555746649 11.0610951131707 10.9860513505438 10.9955038856175 10.753829301108 10.7987111232333 10.7515390327824 10.7091636621214 10.8433286962866 10.6193916191681 10.6159183078957 10.7172264751038
ENSMUSG00000021916 8.38114849762888 8.78561218016774 8.48945256827027 8.68575430406758 8.74579962833818 8.6783109987237 8.57427371086577 8.34400740406886 8.33268462091421 8.20668796935692 8.5081601289553 8.37738939925463 8.30719998173444 8.36989019980346 8.81684617601794 8.78167542247601 8.77341655127877 8.51319132950517 8.80758427970714 8.81005448157311 8.94423983918411
ENSMUSG00000021917 7.15949007783471 6.90777185007551 7.01689051992572 7.04581805760675 7.02464014767298 7.31560360138366 6.78711719526739 7.00762551004667 6.7982926174895 6.72577868904438 6.79870077732133 6.72077784286277 7.41067717954943 6.85603289097744 7.44609614663195 7.15381118198309 6.87798510122318 7.07833281605849 6.94140798141319 7.14887077203652 7.04353363073281
ENSMUSG00000021918 8.06631665381724 8.24947247241912 8.38852254771585 8.30514763104309 8.22086341481385 8.26137554558529 8.41767706239333 8.09360340472092 8.11195877434418 8.01350772396751 8.21545866607347 8.2057303436554 8.18752130633311 8.20326356140979 8.40110932801039 8.44123908373238 8.39876547137625 8.29774808913312 8.5118928500334 8.39702933744734 8.58614532355555
ENSMUSG00000021919 7.12734401006546 7.42703030849065 8.09992127798964 8.16733564015787 8.22086341481385 7.99265522749577 7.84855702415756 8.13085611274129 7.02573388886325 7.17604035077173 7.88232935208717 8.12681193423797 7.42140471840635 7.80571662432899 8.13397643504079 8.212918138108 7.6990928527675 8.35765325323923 7.82667433367096 8.09086881748232 8.3949405792155
ENSMUSG00000021928 6.62307727558546 7.00459857561019 6.80519328952471 6.89811663593054 6.83461402906461 6.86436831603122 7.06212760645409 6.68905240803094 6.68224467024522 6.44875831981435 6.49749558911913 6.8519339572006 7.00105233865929 6.77163418226781 7.11519555863788 7.11143223641129 7.00009821642105 7.09270099008998 6.89552038068684 6.96168856597437 7.14565593423326
ENSMUSG00000021929 8.38114849762888 8.34842426097495 8.06290612531766 8.36170289575933 7.99823496600611 8.46083883406935 8.10258417481106 7.96019125416909 8.34101020993085 8.00091727277866 8.32150935796243 8.06463005075213 8.4176546166654 8.61228010820519 8.28529090928963 8.5703467887861 8.41772514633634 8.26056566539287 8.57752536228715 8.50712961466779 8.31997164898429
ENSMUSG00000021930 8.52205825050275 8.65856447152918 8.85071949436894 8.47992903536229 8.72981780483562 8.42254879623363 8.6624434513238 7.96019125416909 8.37788869368017 7.69145206453891 7.75145045125728 7.8962037337098 7.60177190282191 8.14531082972041 8.47595053166613 8.44123908373238 8.54878297882995 8.22239293884966 8.3980589515498 8.75841255402226 8.72731272662555
ENSMUSG00000021932 5.07219398294137 5.81461738032632 5.68751759056064 5.63975844680621 5.45025077709473 5.47738597104513 5.19967854277216 5.03379494126254 5.33763649734189 5.19780188123959 5.20350574295737 5.36695011396697 5.42405074594584 5.06942812127277 5.66115545940153 5.80435101464877 5.4058264762626 5.40588399423894 5.4236445038005 5.66598150633112 5.36253170346138
ENSMUSG00000021938 8.86265552645065 8.77340081612644 8.64125897466678 8.7125466984806 8.6527928796745 8.79841599533332 8.71546574207731 8.37147138042674 8.59520868461609 8.60151624860109 8.5479929854067 8.58696321034535 8.32432019463504 8.79057216477837 8.65759031026549 8.60466099865598 8.59945439813901 8.03678092277358 8.74340665296169 8.55451402823972 8.77743004712677
ENSMUSG00000021939 12.5489171329762 12.9325730005512 12.4541149352192 12.7794062558542 12.5757810714202 12.6697608943349 12.5524089503602 12.550662635982 12.5756643096246 12.5090409888254 12.555104337479 12.6108153182964 12.6200675908835 12.4214978486459 12.6291099254542 12.2413152643246 12.5808401346252 12.4781640782956 12.6526952104276 12.2928670734209 12.5707343739417
ENSMUSG00000021943 6.91715216271671 7.03819892825256 7.0363852985223 7.24836972163959 7.31250205946001 7.14944857945424 7.10309859331438 7.53488986403183 7.25716683021847 7.05806422488024 6.55258379898635 6.87672789557884 6.94213249550666 6.83956239236309 6.54878220034241 6.59615443634108 6.66245392370862 6.90964106729256 6.41608461781863 6.46747285774787 6.91684196245097
ENSMUSG00000021945 8.25458625129222 8.3150687058741 8.63498173183499 8.22270339330199 8.20550862274501 8.30415124110216 8.43360029004765 8.09360340472092 8.56000915644567 8.11042929202782 7.85426576595378 8.19610010592801 7.8670898282125 8.2830396805038 7.98615145548914 8.13667246259505 7.93995324973175 7.7976242504852 8.14230218557352 8.36014885317181 8.2146018366188
ENSMUSG00000021947 5.50099484077337 5.41495456192962 5.79212115577458 5.46479519427488 5.56722072465036 5.37149091694857 5.47606364356205 5.18387521652439 5.41612601414089 5.57114553459387 5.1445062871371 5.8332966335753 5.56593918425443 5.4375382396983 5.33668164716134 5.58089346505694 5.50526128760189 5.45903854113529 5.47306364657628 5.29723866496277 5.39121804320375
ENSMUSG00000021951 7.92545889024708 8.22452812639949 7.98587155617646 8.32424825647661 7.99823496600611 8.21087287572 8.17392264480489 7.83014488200372 7.9193533469106 7.84048190060438 7.73613751441687 7.67768728082021 7.62972219385033 7.41488211506833 8.05524367637397 7.55118578716444 8.17177219382058 7.59260447952736 8.10975065910066 7.75071023580881 8.09006031394023
ENSMUSG00000021952 7.5217088225843 7.60974886738182 7.77287346040291 7.65010118756749 7.41024430993885 7.43127329820485 7.67114118146627 7.34059093325779 7.72885409730864 7.51609402699075 7.86836656409355 7.73886979038573 7.67511759187817 7.94836032012462 7.46664232028224 7.92915239813109 7.66305758159753 7.62236454110878 7.72692772511164 7.70080621323947 7.90921204438827
ENSMUSG00000021958 6.83935839048619 6.25314321132869 6.75865342530105 6.46353973161135 7.05971125383139 6.50438998342889 6.69986103741992 6.12381301821664 6.25860177471429 5.90828534714797 5.61728346431764 5.96277401984103 6.11967020516258 6.27182503426448 6.51879464237864 6.13315170837438 6.58561211620091 6.22469908126268 6.74791506271358 6.4043040200841 6.51512175895642
ENSMUSG00000021959 5.88970663384637 5.68083582600885 6.17534805720538 6.11012803602061 6.83461402906461 6.02526444677283 6.23010171210471 6.02159200999464 6.03714674272543 6.02033648259595 5.94620856816185 5.65665378096625 5.73046635965164 5.82141713395211 5.81130308984962 6.15519412116596 5.90107451217906 6.19726405948929 6.18682915043476 6.03248652493751 5.93687408778449
ENSMUSG00000021962 7.9346812356308 7.80091476887797 8.09992127798964 7.69008852409905 7.98027920325432 7.77913294611862 7.65303125205366 7.91814533902434 7.62310796534613 7.94941599915224 7.79642541763254 7.8721679947816 7.98686303095544 7.91014589352751 7.83311901472132 7.85481460232211 7.78537974664882 7.78891875786554 7.85449888301473 7.79100098196958 7.75789291135278
ENSMUSG00000021965 5.75879524322843 5.13761633525807 5.37292432562737 5.35010597110282 5.38650090864395 5.1175173708322 4.98239630596934 5.31236101558366 5.1585520951698 5.13909049850889 4.93776097607586 5.1839143963879 4.79235896885683 4.90117444840491 5.36351200307745 4.81682431991639 5.23550669165494 5.34981388134243 5.44864652576373 5.66598150633112 4.96979120221648
ENSMUSG00000021967 6.52590827568818 7.23164864850898 6.75865342530105 7.06130086293469 6.66111591156075 7.23498222034885 7.34931737374448 7.6228772037251 7.530985810218 7.50717758489569 7.25507005839789 7.69837520800974 7.81135275938128 7.03974611797756 7.28746116674411 7.14333620857026 7.27145925519097 7.44481493918036 7.29204973173878 6.76186570561032 7.22762175104095
ENSMUSG00000021969 10.0155429056632 9.91926132175632 10.0971080075987 10.0652562926452 9.98074546726579 9.89163757192857 9.95655295493227 9.49627731993377 9.67403155877273 9.25261218165515 9.57418201187281 9.93089470077919 9.3420476608711 10.2163269569781 10.567507438539 10.4681688501752 10.394937933681 9.71548497720414 10.4009331217279 10.4632363200592 10.840573649591
ENSMUSG00000021972 7.90683354404118 7.50058160589524 8.21400867967195 7.7047985345229 7.96209493426448 7.71240460761319 7.68902330555968 8.31600728611982 7.8332150961366 8.03836078206506 8.2534753804688 7.81655943454019 7.77016250507399 7.94079880941378 7.4094057831759 8.03387167647039 7.4781672332391 7.99960022967835 7.53353210765412 8.16613920327974 7.41378605920269
ENSMUSG00000021973 8.42097045028898 8.22092893559099 8.35068378830711 8.40120476166526 8.43339486255439 8.29811801240706 8.31250640502438 7.91280146948559 8.18783580512114 7.97539866582199 7.62406702088221 7.78470203694072 7.70167489960695 8.21582961396739 8.23561621535067 8.29469215470862 8.25552057074852 7.92220449128593 8.20834255973663 8.11640126920915 8.40367917620365
ENSMUSG00000021974 7.33828038719196 7.20243732380239 7.0363852985223 7.33964010618502 7.17595282143561 7.22858473284806 7.29168877503554 6.93460834462195 7.35998310130033 6.75674408217189 6.98124079220624 7.21331124017276 7.43205142488557 6.98117154285424 7.38800392294524 6.93994664015435 7.15220981223406 7.0193319379618 7.28618464246551 7.29151137344304 7.26040961211989
ENSMUSG00000021975 7.15949007783471 7.47039855266341 7.37820257938157 7.62967753066241 7.38300208045723 7.52265620514175 7.36056558752784 7.14308410736491 7.01520615475172 7.28484815709562 7.27653309525172 7.06055147066687 7.42140471840635 7.34743877411582 7.33303455907232 7.50314727407542 7.30710671948258 7.93802276427474 7.52363137691282 7.28016258286149 7.21428920574379
ENSMUSG00000021978 11.3236303789509 11.5163249550325 11.2647722759847 11.3156173069303 11.3694748679834 11.2997133458828 11.3802817863473 11.3892518847438 11.4845672601924 11.6902678004697 11.6417924543859 11.6340110624336 11.9251492186549 11.5295528576401 11.4369924128643 11.2813527894756 11.5595241315944 11.6662236884166 11.4772140315085 11.4021346794113 11.1882662720849
ENSMUSG00000021981 6.97275382339672 7.2097973615134 7.05561089051017 7.16512330168943 7.04228608822485 7.10813763022691 7.01991594742331 6.49673903005714 7.26602764762411 6.75674408217189 6.65643389516667 6.76145844047922 6.41672149528517 6.50307099950737 6.99921255535945 6.8125754102494 6.95555731835308 6.57940365459156 6.9858242605562 7.03146182720943 7.09552825531986
ENSMUSG00000021982 9.52586626039556 8.95733688234031 9.49472645616872 9.03540837174912 9.46465458461427 9.0322623861838 9.22516514633988 8.74266344161608 9.06802920588275 8.48459399130355 8.7127750329587 8.60160530897822 8.60197409909098 8.87996065113597 9.10201759289231 9.02052349182741 9.07376529410946 8.97327906073618 8.99168509436161 9.3394808709642 9.08830496852381
ENSMUSG00000021986 8.91465523694209 8.26003141443744 8.9500830400882 8.5191104679135 8.7244508091293 8.4197743067975 8.69361029179709 9.25277130139888 8.97497616875821 8.95384628292714 8.7811808476397 8.71029006871361 8.72725736362015 8.85612762038901 8.37975763789436 8.85947732608742 8.40692173771326 8.94236612458803 8.49185587451546 8.94052446091398 8.5988761323153
ENSMUSG00000021987 11.3131150503072 11.4577179307377 11.2948906908971 11.3306060850769 11.2672440193281 11.2088554942792 11.3748080588949 10.8743388070032 11.0405670950783 10.9539790340327 10.6538354333738 10.8911041149964 10.8799961854113 11.1688703615637 11.2372476571758 11.1328232352867 11.3434346296112 10.8127114967176 11.2909255875306 11.3093985302562 11.3881396125744
ENSMUSG00000021991 11.3943355499433 11.6101469695485 11.6396685658062 11.6417714201914 11.4357273870911 11.4364008127009 11.4580490218189 11.4819104668763 11.1830256789739 11.0284252212052 11.263652374353 11.2580539065066 11.0791690815344 11.1477853004259 11.3094136699433 11.2825284668963 11.1339696338714 11.0735992697331 11.3184996069415 11.1360798403968 11.8612635233702
ENSMUSG00000021993 8.29087743459013 8.15831720398996 7.97594364480294 7.75276175633435 7.98928528503406 8.05489350776118 8.21753666605377 7.67443211863502 7.89121443452903 7.72253210710475 7.65699871058365 7.77175692151603 7.85138599712807 8.02185266628618 8.02800613756036 7.97664413147819 8.00959771144277 8.08726146450065 8.03194668118603 8.16613920327974 8.12222600767226
ENSMUSG00000021996 5.96970081944573 6.62536139653231 6.17534805720538 6.43948576438316 6.46215545226626 6.72419675400596 6.20420211737821 6.143302563223 6.05895199196638 5.68299095051534 6.29542788703865 6.28602427878993 6.20055114992834 5.85712067377612 6.68053561863815 6.01679139941135 6.76148683316558 6.2778843727621 7.00751060805389 6.4043040200841 6.95768943682635
ENSMUSG00000022000 8.29802671550252 7.42703030849065 7.99573097067549 7.58792735605139 8.14238853209655 7.60359180484291 7.94083044678002 8.42112175804155 8.45659793713077 8.1162743049913 7.94352469813711 7.71876654576426 8.19374868372823 8.01467117819249 7.58402636459094 7.42788774537009 7.48852351619689 6.94187665826196 7.61034356515895 7.46166732780913 7.64398262165383
ENSMUSG00000022003 6.64631597086054 7.2097973615134 7.09328448637617 7.19342466780795 7.02464014767298 6.98397583666548 7.14290191308135 7.04768916680323 6.97227934059903 6.74134902467768 6.98124079220624 6.88895977028314 6.37166701872585 6.85603289097744 6.99921255535945 7.18477397374807 7.0919724832893 6.77259556792773 6.9858242605562 7.03146182720943 7.21428920574379
ENSMUSG00000022008 9.56185871665203 9.29103688365602 9.57877614915016 9.25824350703616 9.43542099172812 9.32355302378469 9.46829062367266 8.90161152058021 9.22442008195225 8.96357887300846 8.55669669255262 8.95784343704234 8.69256236091914 9.32678746131328 9.27793045347225 9.48853642541288 9.21493913121789 8.91873768748858 9.27536131678797 9.50756734848871 9.4956574410112
ENSMUSG00000022009 7.65081853530497 7.76170224491913 7.61512059538543 7.52843803350834 7.47613704873824 7.63279082027067 7.55884692510398 7.32447612792414 7.29227994156284 7.22058044320626 7.33902515577405 7.36844645805353 7.42140471840635 7.381563284301 7.61191442297242 7.61280580612381 7.67667805661717 7.51004988973956 7.6289139637562 7.61353219789008 7.6587304899718
ENSMUSG00000022010 6.18281779585348 6.09561489891186 6.40967832694116 6.17116768200146 5.722247424779 6.34308522219547 5.91119058602195 6.04271164202348 6.43158794345489 6.04683565711164 6.29542788703865 5.98710170652467 6.03328813426545 6.19367249532315 6.5781158947361 5.80435101464877 6.52496869582395 5.77233078363993 6.28830015067791 6.03248652493751 6.37438297086844
ENSMUSG00000022012 9.0476058365265 8.93777985581204 9.09421483798821 9.04501640015523 9.07574117864942 9.03407498965117 9.13081408234248 8.78115840495546 8.65980143185505 8.71348812118105 8.57822800444386 8.7370529707618 8.41232924646215 8.71748141190567 9.05067480794341 9.01769919727918 9.23641774975563 8.61480285433137 9.148508479857 9.22716261103132 9.1362026457116
ENSMUSG00000022013 7.90683354404118 7.97800665108839 7.829178045803 8.06497075050271 7.63435713501103 8.09376842639908 7.86435626248859 7.35652357644804 7.50139271274476 7.27433886544094 7.38906503139123 7.54680358934458 7.43205142488557 7.47925173404138 8.16866400925051 7.92310333317185 7.83474934163391 7.84037153597508 7.98960815064607 7.91277364039836 8.03102791559242
ENSMUSG00000022018 7.50936714505438 7.53013469959792 7.43762103005141 7.62967753066241 7.26844369232183 7.38613669909068 7.43688869440761 7.58967847088304 7.47116794436026 7.62717649074671 7.37919804379556 7.61375305009341 7.47385416750597 7.10966164157653 7.49191242796391 7.37539220474306 7.55897162734696 7.68007699411801 7.30949975877617 7.21007557631895 7.53622171047201
ENSMUSG00000022019 8.40119760511918 8.35828152078988 8.51018721434766 8.28578913171594 8.14238853209655 8.38605517521438 8.20521042227015 7.86378434319199 8.08739801738542 7.72253210710475 7.82563890525622 8.07518317666675 8.04318309431383 8.33001349449639 8.51807493068987 8.45802681761887 8.61595537382953 7.98445286773036 8.59406278073447 8.43298563501838 8.7319417183564
ENSMUSG00000022020 7.47168328953705 7.2097973615134 7.21767854894205 7.03801164903076 7.07692127945558 7.43127329820485 7.44746302118947 6.94527766734521 7.14623012657954 6.54159188530102 6.62269510195011 6.78792247267074 6.46029587582946 7.32422145515338 7.1346987186399 7.35745068560325 7.3418738534935 6.75446261734672 7.29789047727364 7.35774779986813 7.33611549927317
ENSMUSG00000022021 5.31028083804869 5.87622156428963 5.50996360039365 5.40905542781395 5.38650090864395 5.47738597104513 5.47606364356205 5.08682897284749 5.58984148891456 5.44658237799127 5.1445062871371 5.48497954793559 4.9806936806172 5.32988024889781 5.36351200307745 5.42962320211273 5.65984960562257 5.40588399423894 5.54311808981188 5.62621184457092 5.76882947822967
ENSMUSG00000022022 6.75690419236215 6.73303263650524 6.87217536671614 6.73271013821957 6.4886971041103 6.83915222354375 6.77010531293848 6.35673887439994 6.65505883184404 6.55941163486138 6.13276792963853 6.46392799280769 6.27665127644998 6.48167787983728 6.50864804437288 6.39399421999775 6.15800970192931 5.69134733533241 6.30044455014923 6.50798149323995 6.60134443956133
ENSMUSG00000022023 9.63407447453311 9.55038963718818 9.57222964921784 9.59931121989902 9.61127730301229 9.53279693639947 9.6008609230579 9.0544325046469 9.25111622032374 8.99871229845518 8.69712142278948 8.99710263406338 8.82258110277963 9.27383562311703 9.49165443386086 9.34502514189191 9.66863255802213 8.61480285433137 9.60362439266975 9.39771589245256 9.65994183340904
ENSMUSG00000022024 9.00899405099008 8.78561218016774 8.62234438588006 8.82617890863271 8.43339486255439 8.70360398071315 8.81193114335478 8.43976980811409 8.71842781014652 8.42471133987458 8.13625778524426 8.34727333153721 8.24860951994521 8.34152040754972 8.84435199816853 8.66732263287531 8.72861245491113 8.08726146450065 8.76233574668598 8.73804578679299 8.9282011189138
ENSMUSG00000022031 10.2992565167557 10.243107326011 10.0531333662264 10.253392648396 10.0530760454007 10.1074094296584 10.2081581382566 9.9039688839836 9.9821297440606 10.0910553609213 10.2271336355885 10.2137676352553 10.3402670178232 10.04441420231 10.2877500859779 10.1426188618382 10.2947324744012 9.98732339022524 10.3608458561161 10.0549733571751 10.1763917118743
ENSMUSG00000022035 9.33451346589173 9.37094658248201 9.12138705482518 9.25824350703616 9.01991427505161 9.05921466620144 9.05746943461047 8.80721770611617 9.03767502591198 9.10804332711808 9.0137059392137 9.00537778336223 9.28502474160538 9.23126145382018 9.13896135157598 8.91214718782715 9.11907709722841 8.31598383476284 8.95377761394924 9.16449142789619 9.13270879839556
ENSMUSG00000022040 8.01510782482497 8.06899882092403 7.96594626891948 8.23621732977802 7.90611039635395 8.18820558775384 8.12239533536205 7.70572954776656 7.78505479483549 7.65162175327195 7.45626879324258 7.28845019285683 7.17695476429855 7.47925173404138 7.66166208886878 7.52737009522416 7.67667805661717 7.64186363970215 7.70085964070125 7.71763608757387 7.75332433097895
ENSMUSG00000022041 5.84764430303608 4.90559081099998 5.02162696191213 5.74983471914033 5.67289391758021 5.76380762943316 5.19967854277216 6.04271164202348 5.1585520951698 5.07613514787788 5.53846415241002 5.44711072433323 5.37212942822271 4.90117444840491 5.55616342667163 5.77495330531512 5.02640838105393 5.15905090703468 5.13093423044624 5.24012477125368 5.3329988610863
ENSMUSG00000022043 9.24508126132764 9.13574048934183 9.31031466945321 9.15734567044638 9.43213589799517 9.10821414125588 9.16929944501251 9.97329730380801 9.5771667010478 9.92182677359771 9.8303165406787 9.77358703564459 9.64814855369312 9.51091248490726 9.06743789640204 9.21303107101752 9.13059547664077 9.4115356247215 9.07643647978138 9.11799528560877 9.16385236988403
ENSMUSG00000022044 8.17135521764525 8.37132004796562 8.22241945130232 8.38916576217542 7.98027920325432 8.80267730713694 8.16121361400301 8.07460695744293 7.89688677038745 7.80466049291143 7.67318271522402 7.77175692151603 7.98686303095544 7.73743005497371 8.28529090928963 7.65732674558539 8.30584585006473 7.90620900231681 8.51685871311639 7.86831821515217 8.4181262830558
